"This module integrates ADDRESSFACTORY DIRECT services into Magento so that you can check the customer’s shipping address before fulfilling the order.","This module integrates ADDRESSFACTORY DIRECT services into Magento so that you can check the customer’s shipping address before fulfilling the order."
"To get started","To get started"
"Unable to save analysis result.","Unable to save analysis result."
"Unable to save analysis results","Unable to save analysis results"
"Unable to save analysis status.","Unable to save analysis status."
Undeliverable,Undeliverable
"Undeliverable Order canceled","Undeliverable Order canceled"
"Undeliverable Order(s) %1 were canceled.","Undeliverable Order(s) %1 were canceled."
"Unhold Order","Unhold Order"
"You must also have Magento general logging enabled. Attention: Logs can contain sensitive customer data! Logging should only be activated for troubleshooting purposes. The logs should be deleted regularly.","You must also have Magento general logging enabled. Attention: Logs can contain sensitive customer data! Logging should only be activated for troubleshooting purposes. The logs should be deleted regularly."
"You need a valid Deutsche Post Direkt account.","You need a valid Deutsche Post Direkt account."
"address type changed","address type changed"
ambigouus,ambigouus
"corrected marginally","corrected marginally"
"corrected significantly","corrected significantly"
different,different
incorporated,incorporated
"incorporated or renamed","incorporated or renamed"
"is company address","is company address"
"is foreign address","is foreign address"
"matched in Robinson list","matched in Robinson list"
"matched in fake-name list","matched in fake-name list"
moved,moved
"not filled","not filled"
"not found","not found"
"receiver deceased","receiver deceased"
"reportedly deceased","reportedly deceased"
undeliverable,undeliverable
